Date,IT Department,Cost Element,Country,Actual
1/09/2020,Networking,Software,United Kingdom,"24,666"
1/09/2020,Networking,Software,USA,11
1/09/2020,Networking,Software Maintenance,USA,"111,197"
1/09/2020,Networking,Supplies,Switzerland,"4,362"
1/09/2020,Networking,Supplies,USA,152
1/09/2020,Networking,Taxes,USA,"4,335"
1/09/2020,Networking,Telecomm,Canada,"4,382"
1/09/2020,Networking,Telecomm,Mexico,80
1/09/2020,Networking,Telecomm,Switzerland,"7,764"
1/09/2020,Networking,Telecomm,United Kingdom,"62,033"
1/09/2020,Networking,Telecomm,USA,"122,822"
1/09/2020,Networking,Training,Mexico,-170
1/09/2020,Networking,Training,USA,37
1/09/2020,Networking,Travel,Switzerland,"4,301"
1/09/2020,Networking,Travel,United Kingdom,99
1/09/2020,Networking,Travel,USA,41
1/09/2020,Networking,Vehicles,Switzerland,183
1/09/2020,Networking,Vehicles,United Kingdom,67
1/09/2020,Planning,Amortization,USA,"294,234"
1/09/2020,Planning,CAPEX,USA,30
1/09/2020,Planning,Depreciation,Brazil,4
1/09/2020,Planning,Depreciation,USA,"47,012"
1/09/2020,Planning,Employee Performance,USA,748
1/09/2020,Planning,External Labor,Italy,495
1/09/2020,Planning,External Labor,United Kingdom,"1,453"
1/09/2020,Planning,External Labor,USA,"430,576"
1/09/2020,Planning,Hardware,United Kingdom,4
1/09/2020,Planning,Hardware,USA,"38,052"
1/09/2020,Planning,Hardware Maintenance,Brazil,804
1/09/2020,Planning,Hardware Maintenance,Italy,"6,495"
1/09/2020,Planning,Inbound Allocations,United Kingdom,"10,526"
1/09/2020,Planning,Internal Labor,France,"2,379"
1/09/2020,Planning,Internal Labor,United Kingdom,"45,399"
1/09/2020,Planning,Internal Labor,USA,"366,625"
1/09/2020,Planning,Other,Brazil,32
1/09/2020,Planning,Other,United Kingdom,6
1/09/2020,Planning,Other,USA,93
1/09/2020,Planning,Outbound Allocations,United Kingdom,"-3,447"
1/09/2020,Planning,Outbound Allocations,USA,"-12,003"
1/09/2020,Planning,Software,USA,"317,405"
1/09/2020,Planning,Software Maintenance,USA,"256,767"
1/09/2020,Planning,Supplies,USA,436
1/09/2020,Planning,Taxes,USA,"2,325"
1/09/2020,Planning,Telecomm,United Kingdom,"10,942"
1/09/2020,Planning,Telecomm,USA,"2,849"
1/09/2020,Planning,Training,Brazil,540
1/09/2020,Planning,Training,USA,"3,278"
1/09/2020,Planning,Travel,United Kingdom,"1,428"
1/09/2020,Planning,Travel,USA,"3,931"
1/09/2020,Planning,Vehicles,United Kingdom,2
1/09/2020,Portals,Employee Performance,USA,490
1/09/2020,Portals,External Labor,USA,"13,872"
1/09/2020,Portals,Internal Labor,USA,"63,885"
1/09/2020,Portals,Other,USA,"2,625"
1/09/2020,Portals,Software,USA,23
1/09/2020,Portals,Software Maintenance,USA,751
1/09/2020,Portals,Telecomm,USA,383
1/09/2020,Portals,Travel,USA,332
1/09/2020,Portfolio Management,Employee Performance,USA,90
1/09/2020,Portfolio Management,External Labor,USA,"3,501"
1/09/2020,Portfolio Management,Internal Labor,USA,"56,267"
1/09/2020,Portfolio Management,Other,USA,"7,962"
1/09/2020,Portfolio Management,Software,USA,6
1/09/2020,Portfolio Management,Software Maintenance,USA,4
1/09/2020,Portfolio Management,Supplies,USA,25
1/09/2020,Portfolio Management,Telecomm,USA,400
1/09/2020,Process Management,CAPEX,USA,501
1/09/2020,Process Management,Depreciation,USA,"1,293"
1/09/2020,Process Management,Employee Performance,USA,26
1/09/2020,Process Management,External Labor,USA,"89,145"
1/09/2020,Process Management,Hardware,USA,"2,383"
1/09/2020,Process Management,Internal Labor,USA,"109,343"
1/09/2020,Process Management,Other,USA,13
1/09/2020,Process Management,Outbound Allocations,USA,"24,683"
1/09/2020,Process Management,Software,USA,"8,194"
1/09/2020,Process Management,Software Maintenance,USA,"19,357"
1/09/2020,Process Management,Supplies,USA,383
1/09/2020,Process Management,Taxes,USA,97
1/09/2020,Process Management,Telecomm,USA,534
1/09/2020,Process Management,Training,USA,45
1/09/2020,Process Management,Travel,USA,176
1/09/2020,Production,Employee Performance,USA,75
1/09/2020,Production,External Labor,USA,"2,850"
1/09/2020,Production,Internal Labor,USA,"15,120"
1/09/2020,Production,Other,USA,206
1/09/2020,Production,Supplies,USA,11
1/09/2020,Production,Telecomm,USA,205
1/09/2020,Production,Travel,USA,-626
1/09/2020,Productivity,Amortization,France,68
1/09/2020,Productivity,Amortization,Hungary,219
1/09/2020,Productivity,Amortization,Italy,"1,741"
1/09/2020,Productivity,CAPEX,United Kingdom,183
1/09/2020,Productivity,CAPEX,USA,38
1/09/2020,Productivity,Depreciation,Austria,588
1/09/2020,Productivity,Depreciation,Belgium,303
1/09/2020,Productivity,Depreciation,Canada,1
1/09/2020,Productivity,Depreciation,Czech Republic,371
1/09/2020,Productivity,Depreciation,France,"3,222"
1/09/2020,Productivity,Depreciation,Germany,"4,706"
1/09/2020,Productivity,Depreciation,Hungary,"1,707"
1/09/2020,Productivity,Depreciation,Ireland,"4,323"
1/09/2020,Productivity,Depreciation,Italy,"17,030"
1/09/2020,Productivity,Depreciation,Netherlands,359
1/09/2020,Productivity,Depreciation,Norway,43
1/09/2020,Productivity,Depreciation,Poland,249
1/09/2020,Productivity,Depreciation,Slovakia,238
1/09/2020,Productivity,Depreciation,Spain,"2,167"
1/09/2020,Productivity,Depreciation,Switzerland,533
1/09/2020,Productivity,Depreciation,United Kingdom,141
1/09/2020,Productivity,Depreciation,USA,194
1/09/2020,Productivity,Employee Performance,USA,497
1/09/2020,Productivity,External Labor,Austria,"3,193"
1/09/2020,Productivity,External Labor,Belgium,"1,672"
1/09/2020,Productivity,External Labor,Canada,"5,426"
1/09/2020,Productivity,External Labor,Czech Republic,"1,159"
1/09/2020,Productivity,External Labor,Denmark,"-3,085"
1/09/2020,Productivity,External Labor,France,"26,000"
1/09/2020,Productivity,External Labor,Germany,"54,367"
1/09/2020,Productivity,External Labor,Hungary,921
1/09/2020,Productivity,External Labor,Ireland,"24,624"
1/09/2020,Productivity,External Labor,Italy,"20,029"
1/09/2020,Productivity,External Labor,Netherlands,"1,701"
1/09/2020,Productivity,External Labor,Poland,98
1/09/2020,Productivity,External Labor,Slovakia,393
1/09/2020,Productivity,External Labor,Spain,"25,459"
1/09/2020,Productivity,External Labor,Sweden,"-1,940"
1/09/2020,Productivity,External Labor,Switzerland,"2,633"
1/09/2020,Productivity,External Labor,United Kingdom,"87,294"
1/09/2020,Productivity,External Labor,USA,"258,598"
1/09/2020,Productivity,Hardware,Austria,"45,864"
1/09/2020,Productivity,Hardware,Belgium,"1,230"
1/09/2020,Productivity,Hardware,Czech Republic,202
1/09/2020,Productivity,Hardware,Finland,"-1,255"
1/09/2020,Productivity,Hardware,France,"115,279"
1/09/2020,Productivity,Hardware,Germany,"45,990"
1/09/2020,Productivity,Hardware,Netherlands,"16,827"
1/09/2020,Productivity,Hardware,Poland,"4,121"
1/09/2020,Productivity,Hardware,Spain,"13,386"
1/09/2020,Productivity,Hardware,Switzerland,"21,590"
1/09/2020,Productivity,Hardware,United Kingdom,"36,739"
1/09/2020,Productivity,Hardware,USA,"198,288"
1/09/2020,Productivity,Hardware Maintenance,Austria,271
1/09/2020,Productivity,Hardware Maintenance,France,"9,840"
1/09/2020,Productivity,Hardware Maintenance,Hungary,93
1/09/2020,Productivity,Hardware Maintenance,Ireland,"6,474"
1/09/2020,Productivity,Hardware Maintenance,Spain,"1,285"
1/09/2020,Productivity,Hardware Maintenance,Switzerland,68
1/09/2020,Productivity,Hardware Maintenance,USA,238
1/09/2020,Productivity,Inbound Allocations,Germany,"-1,588"
1/09/2020,Productivity,Inbound Allocations,Spain,"1,458"
1/09/2020,Productivity,Inbound Allocations,United Kingdom,234
1/09/2020,Productivity,Internal Labor,Belgium,"4,057"
1/09/2020,Productivity,Internal Labor,France,"7,251"
1/09/2020,Productivity,Internal Labor,Germany,"-5,152"
1/09/2020,Productivity,Internal Labor,Hungary,4
1/09/2020,Productivity,Internal Labor,Italy,"6,764"
1/09/2020,Productivity,Internal Labor,Spain,"2,640"
1/09/2020,Productivity,Internal Labor,Sweden,207
1/09/2020,Productivity,Internal Labor,Switzerland,"37,518"
1/09/2020,Productivity,Internal Labor,United Kingdom,"18,710"
1/09/2020,Productivity,Internal Labor,USA,"56,725"
1/09/2020,Productivity,Moving,Spain,11
1/09/2020,Productivity,Other,Austria,"5,975"
1/09/2020,Productivity,Other,Belgium,19
1/09/2020,Productivity,Other,Canada,"2,628"
1/09/2020,Productivity,Other,Czech Republic,79
1/09/2020,Productivity,Other,Denmark,"5,758"
1/09/2020,Productivity,Other,Ireland,10
1/09/2020,Productivity,Other,Italy,"4,905"
1/09/2020,Productivity,Other,Poland,26
1/09/2020,Productivity,Other,Spain,54
1/09/2020,Productivity,Other,Switzerland,"10,346"
1/09/2020,Productivity,Other,United Kingdom,162
1/09/2020,Productivity,Other,USA,"7,338"
1/09/2020,Productivity,Outbound Allocations,Italy,-260
1/09/2020,Productivity,Outbound Allocations,United Kingdom,"4,349"
1/09/2020,Productivity,Project Expenses,United Kingdom,"4,680"
1/09/2020,Productivity,Severance,Italy,372
1/09/2020,Productivity,Software,Belgium,690
1/09/2020,Productivity,Software,Ireland,"-3,219"
1/09/2020,Productivity,Software,Spain,99
1/09/2020,Productivity,Software,United Kingdom,"1,829"
1/09/2020,Productivity,Software,USA,"3,305"
1/09/2020,Productivity,Software Maintenance,Italy,"1,198"
1/09/2020,Productivity,Software Maintenance,USA,"36,677"
1/09/2020,Productivity,Supplies,Belgium,"4,841"
1/09/2020,Productivity,Supplies,Canada,"2,126"
1/09/2020,Productivity,Supplies,Germany,"9,343"
1/09/2020,Productivity,Supplies,Ireland,"16,726"
1/09/2020,Productivity,Supplies,Italy,190
1/09/2020,Productivity,Supplies,Norway,505
1/09/2020,Productivity,Supplies,Switzerland,"12,398"
1/09/2020,Productivity,Supplies,USA,"2,468"
1/09/2020,Productivity,Taxes,USA,149
1/09/2020,Productivity,Telecomm,Austria,67
1/09/2020,Productivity,Telecomm,Belgium,159
1/09/2020,Productivity,Telecomm,Czech Republic,469
1/09/2020,Productivity,Telecomm,France,842
1/09/2020,Productivity,Telecomm,Germany,-134
1/09/2020,Productivity,Telecomm,Hungary,99
1/09/2020,Productivity,Telecomm,Italy,"10,702"
1/09/2020,Productivity,Telecomm,Netherlands,170
1/09/2020,Productivity,Telecomm,Poland,465
1/09/2020,Productivity,Telecomm,Slovakia,37
1/09/2020,Productivity,Telecomm,Spain,"21,487"
1/09/2020,Productivity,Telecomm,Switzerland,"2,779"
1/09/2020,Productivity,Telecomm,United Kingdom,"-2,200"
1/09/2020,Productivity,Telecomm,USA,"3,269"
1/09/2020,Productivity,Training,Austria,95
1/09/2020,Productivity,Training,Belgium,62
1/09/2020,Productivity,Training,Germany,416
1/09/2020,Productivity,Training,Switzerland,53
1/09/2020,Productivity,Travel,Belgium,"1,531"
1/09/2020,Productivity,Travel,France,341
1/09/2020,Productivity,Travel,Italy,979
1/09/2020,Productivity,Travel,Spain,351
1/09/2020,Productivity,Travel,Switzerland,594
1/09/2020,Productivity,Travel,United Kingdom,"5,980"
1/09/2020,Productivity,Travel,USA,"2,238"
1/09/2020,Productivity,Vehicles,Belgium,377
1/09/2020,Productivity,Vehicles,Hungary,10
1/09/2020,Productivity,Vehicles,Spain,80
1/09/2020,Productivity,Vehicles,United Kingdom,-311
1/09/2020,Productivity,Vehicles,USA,3
1/09/2020,Quality & Compliance,Depreciation,Israel,650
1/09/2020,Quality & Compliance,Employee Performance,USA,160
1/09/2020,Quality & Compliance,External Labor,Israel,"4,542"
1/09/2020,Quality & Compliance,External Labor,USA,"115,840"
1/09/2020,Quality & Compliance,Internal Labor,Israel,"3,806"
1/09/2020,Quality & Compliance,Internal Labor,USA,"84,019"
1/09/2020,Quality & Compliance,Other,USA,100
1/09/2020,Quality & Compliance,Outbound Allocations,USA,"-1,126"
1/09/2020,Quality & Compliance,Software,USA,183
1/09/2020,Quality & Compliance,Software Maintenance,USA,37
1/09/2020,Quality & Compliance,Taxes,USA,5
1/09/2020,Quality & Compliance,Telecomm,Israel,335
1/09/2020,Quality & Compliance,Telecomm,USA,320
1/09/2020,Quality & Compliance,Training,USA,24
1/09/2020,Quality & Compliance,Travel,USA,82
1/09/2020,Quality & Compliance,Vehicles,Israel,376
1/09/2020,R&D,CAPEX,United Kingdom,18
1/09/2020,R&D,Depreciation,Spain,613
1/09/2020,R&D,Depreciation,United Kingdom,"1,921"
1/09/2020,R&D,Employee Performance,USA,508
1/09/2020,R&D,External Labor,Spain,"1,825"
1/09/2020,R&D,External Labor,United Kingdom,"39,677"
1/09/2020,R&D,External Labor,USA,"246,932"
1/09/2020,R&D,Hardware,United Kingdom,4
1/09/2020,R&D,Hardware,USA,"45,189"
1/09/2020,R&D,Inbound Allocations,Spain,"1,341"
1/09/2020,R&D,Inbound Allocations,United Kingdom,637
1/09/2020,R&D,Internal Labor,Spain,"10,101"
1/09/2020,R&D,Internal Labor,United Kingdom,"24,760"
1/09/2020,R&D,Internal Labor,USA,"179,401"
1/09/2020,R&D,Other,United Kingdom,156
1/09/2020,R&D,Other,USA,596
1/09/2020,R&D,Outbound Allocations,Spain,"3,161"
1/09/2020,R&D,Outbound Allocations,United Kingdom,"-6,289"
1/09/2020,R&D,Recognition,USA,480
1/09/2020,R&D,Software,USA,382
1/09/2020,R&D,Software Maintenance,United Kingdom,"44,045"
1/09/2020,R&D,Software Maintenance,USA,"1,407"
1/09/2020,R&D,Supplies,USA,"2,411"
1/09/2020,R&D,Taxes,USA,"1,501"
1/09/2020,R&D,Telecomm,USA,624
1/09/2020,R&D,Training,United Kingdom,"1,018"
1/09/2020,R&D,Training,USA,612
1/09/2020,R&D,Travel,Spain,12
1/09/2020,R&D,Travel,United Kingdom,513
1/09/2020,R&D,Travel,USA,-550
1/09/2020,R&D,Vehicles,United Kingdom,-299
1/09/2020,R1,Amortization,United Kingdom,"19,064"
1/09/2020,R1,Depreciation,Austria,9
1/09/2020,R1,Depreciation,Belgium,4
1/09/2020,R1,Depreciation,Germany,"4,597"
1/09/2020,R1,External Labor,Belgium,"119,603"
1/09/2020,R1,External Labor,Germany,"-10,550"
1/09/2020,R1,External Labor,Hungary,26
1/09/2020,R1,External Labor,United Kingdom,"1,133"
1/09/2020,R1,Hardware,Canada,76
1/09/2020,R1,Inbound Allocations,Hungary,"-27,803"
1/09/2020,R1,Internal Labor,Austria,"13,218"
1/09/2020,R1,Internal Labor,Belgium,"21,211"
1/09/2020,R1,Internal Labor,Canada,"11,230"
1/09/2020,R1,Internal Labor,Germany,"3,792"
1/09/2020,R1,Internal Labor,Spain,"5,056"
1/09/2020,R1,Internal Labor,United Kingdom,"1,323"
1/09/2020,R1,Other,Austria,38
1/09/2020,R1,Other,Belgium,66
1/09/2020,R1,Recognition,Austria,42
1/09/2020,R1,Severance,Austria,35
1/09/2020,R1,Supplies,Belgium,"-13,131"
1/09/2020,R1,Telecomm,Austria,18
1/09/2020,R1,Telecomm,Belgium,125
1/09/2020,R1,Telecomm,Canada,275
1/09/2020,R1,Telecomm,Italy,386
1/09/2020,R1,Training,Austria,69
1/09/2020,R1,Travel,Austria,51
1/09/2020,R1,Travel,Belgium,35
1/09/2020,R1,Travel,Canada,"1,106"
1/09/2020,R1,Travel,Germany,47
1/09/2020,R1,Travel,Spain,"1,459"
1/09/2020,R1,Vehicles,Belgium,727
1/09/2020,R1,Vehicles,Hungary,2
1/09/2020,R2,Amortization,Mexico,50
1/09/2020,R2,Amortization,United Kingdom,"35,712"
1/09/2020,R2,Amortization,USA,"2,034,118"
1/09/2020,R2,CAPEX,USA,"-453,174"
1/09/2020,R2,Depreciation,Brazil,"6,463"
1/09/2020,R2,Depreciation,Mexico,140
1/09/2020,R2,Depreciation,United Kingdom,158
1/09/2020,R2,Depreciation,USA,"74,680"
1/09/2020,R2,Employee Performance,USA,453
1/09/2020,R2,External Labor,Brazil,"10,421"
1/09/2020,R2,External Labor,France,"2,613"
1/09/2020,R2,External Labor,Mexico,"3,281"
1/09/2020,R2,External Labor,United Kingdom,"23,342"
1/09/2020,R2,External Labor,USA,"754,422"
1/09/2020,R2,Hardware,United Kingdom,"7,820"
1/09/2020,R2,Hardware,USA,"11,482"
1/09/2020,R2,Hardware Maintenance,Brazil,"1,382"
1/09/2020,R2,Hardware Maintenance,Italy,"1,745"
1/09/2020,R2,Hardware Maintenance,USA,113
1/09/2020,R2,Inbound Allocations,Brazil,334
1/09/2020,R2,Inbound Allocations,Spain,"1,458"
1/09/2020,R2,Internal Labor,Belgium,"4,157"
1/09/2020,R2,Internal Labor,Brazil,"34,446"
1/09/2020,R2,Internal Labor,Germany,"1,802"
1/09/2020,R2,Internal Labor,Italy,"1,237"
1/09/2020,R2,Internal Labor,Spain,952
1/09/2020,R2,Internal Labor,Switzerland,"6,218"
1/09/2020,R2,Internal Labor,United Kingdom,"63,025"
1/09/2020,R2,Internal Labor,USA,"442,478"
1/09/2020,R2,Moving,USA,867
1/09/2020,R2,Other,Belgium,35
1/09/2020,R2,Other,Brazil,"9,078"
1/09/2020,R2,Other,Spain,117
1/09/2020,R2,Other,United Kingdom,"12,587"
1/09/2020,R2,Other,USA,969
1/09/2020,R2,Project Expenses,USA,"69,347"
1/09/2020,R2,Recognition,Brazil,"18,747"
1/09/2020,R2,Severance,Brazil,"25,175"
1/09/2020,R2,Severance,Italy,139
1/09/2020,R2,Software,United Kingdom,"-12,487"
1/09/2020,R2,Software,USA,"304,825"
1/09/2020,R2,Software Maintenance,France,"1,124"
1/09/2020,R2,Software Maintenance,United Kingdom,"3,504"
1/09/2020,R2,Software Maintenance,USA,"82,526"
1/09/2020,R2,Supplies,USA,980
1/09/2020,R2,Taxes,USA,"5,522"
1/09/2020,R2,Telecomm,Brazil,"1,916"
1/09/2020,R2,Telecomm,Switzerland,21
1/09/2020,R2,Telecomm,United Kingdom,151
1/09/2020,R2,Telecomm,USA,"4,100"
1/09/2020,R2,Training,USA,"2,071"
1/09/2020,R2,Travel,Brazil,-305
1/09/2020,R2,Travel,Spain,182
1/09/2020,R2,Travel,United Kingdom,"2,518"
1/09/2020,R2,Travel,USA,"19,495"
1/09/2020,R2,Vehicles,Spain,122
1/09/2020,R2,Vehicles,United Kingdom,452
1/09/2020,R3,Amortization,USA,"456,155"
1/09/2020,R3,Depreciation,USA,"3,562"
1/09/2020,R3,Employee Performance,USA,13
1/09/2020,R3,External Labor,Germany,"1,320"
1/09/2020,R3,External Labor,United Kingdom,"18,361"
1/09/2020,R3,External Labor,USA,"827,833"
1/09/2020,R3,Hardware,Germany,294
1/09/2020,R3,Hardware,United Kingdom,566
1/09/2020,R3,Hardware,USA,"4,500"
1/09/2020,R3,Internal Labor,Belgium,"7,823"
1/09/2020,R3,Internal Labor,France,"4,270"
1/09/2020,R3,Internal Labor,Germany,"9,293"
1/09/2020,R3,Internal Labor,Spain,"7,203"
1/09/2020,R3,Internal Labor,United Kingdom,"46,481"
1/09/2020,R3,Internal Labor,USA,"31,936"
1/09/2020,R3,Other,Belgium,"-20,771"
1/09/2020,R3,Other,United Kingdom,"46,436"
1/09/2020,R3,Other,USA,64
1/09/2020,R3,Software,United Kingdom,"5,108"
1/09/2020,R3,Software,USA,"82,596"
1/09/2020,R3,Software Maintenance,United Kingdom,"12,076"
1/09/2020,R3,Software Maintenance,USA,"89,819"
1/09/2020,R3,Supplies,USA,24
1/09/2020,R3,Taxes,USA,88
1/09/2020,R3,Telecomm,Belgium,38
1/09/2020,R3,Telecomm,United Kingdom,77
1/09/2020,R3,Telecomm,USA,130
1/09/2020,R3,Training,USA,122
1/09/2020,R3,Travel,Belgium,472
1/09/2020,R3,Travel,Germany,722
1/09/2020,R3,Travel,United Kingdom,"9,230"
1/09/2020,R3,Travel,USA,"2,877"
1/09/2020,R3,Vehicles,Belgium,392
1/09/2020,R3,Vehicles,Spain,143
1/09/2020,R3,Vehicles,United Kingdom,"-3,151"
1/09/2020,R5,Amortization,USA,"318,750"
1/09/2020,R5,CAPEX,USA,"57,668"
1/09/2020,R5,Depreciation,USA,"32,905"
1/09/2020,R5,Employee Performance,USA,723
1/09/2020,R5,External Labor,Puerto Rico,"32,211"
1/09/2020,R5,External Labor,USA,"691,054"
1/09/2020,R5,Hardware,USA,874
1/09/2020,R5,Hardware Maintenance,Puerto Rico,371
1/09/2020,R5,Internal Labor,Puerto Rico,"8,056"
1/09/2020,R5,Internal Labor,USA,"260,805"
1/09/2020,R5,Other,Puerto Rico,-21
1/09/2020,R5,Other,USA,546
1/09/2020,R5,Outbound Allocations,USA,"-38,153"
1/09/2020,R5,Project Expenses,USA,"3,407"
1/09/2020,R5,Software,Puerto Rico,120
1/09/2020,R5,Software,USA,"16,514"
1/09/2020,R5,Software Maintenance,USA,"64,168"
1/09/2020,R5,Supplies,USA,830
1/09/2020,R5,Taxes,USA,"3,003"
1/09/2020,R5,Telecomm,Puerto Rico,52
1/09/2020,R5,Telecomm,USA,"1,122"
1/09/2020,R5,Training,USA,"1,349"
1/09/2020,R5,Travel,Puerto Rico,66
1/09/2020,R5,Travel,USA,"1,507"
1/09/2020,R5,Vehicles,Puerto Rico,246
1/09/2020,Security & Risk Management,Employee Performance,USA,83
1/09/2020,Security & Risk Management,External Labor,USA,"2,100"
1/09/2020,Security & Risk Management,Hardware Maintenance,USA,10
1/09/2020,Security & Risk Management,Internal Labor,USA,"55,589"
1/09/2020,Security & Risk Management,Other,USA,3
1/09/2020,Security & Risk Management,Software,USA,6
1/09/2020,Security & Risk Management,Software Maintenance,USA,4
1/09/2020,Security & Risk Management,Supplies,USA,265
1/09/2020,Security & Risk Management,Taxes,USA,22
1/09/2020,Security & Risk Management,Telecomm,USA,310
1/09/2020,Security & Risk Management,Training,USA,"2,404"
1/09/2020,Security & Risk Management,Travel,USA,"1,116"
1/09/2020,Six Sigma,Hardware,USA,"1,723"
1/09/2020,Six Sigma,Internal Labor,USA,"29,730"
1/09/2020,Six Sigma,Software,USA,11
1/09/2020,Six Sigma,Software Maintenance,USA,8
1/09/2020,Six Sigma,Supplies,USA,36
1/09/2020,Six Sigma,Telecomm,USA,319
1/09/2020,Six Sigma,Training,USA,225
1/09/2020,Six Sigma,Travel,USA,190
1/09/2020,SSO,Depreciation,USA,"1,776"
1/09/2020,SSO,Employee Performance,USA,233
1/09/2020,SSO,External Labor,USA,"165,864"
1/09/2020,SSO,Hardware,USA,"5,896"
1/09/2020,SSO,Internal Labor,USA,"78,910"
1/09/2020,SSO,Recognition,USA,137
1/09/2020,SSO,Software,USA,"16,633"
1/09/2020,SSO,Software Maintenance,USA,"21,888"
1/09/2020,SSO,Taxes,USA,52
1/09/2020,SSO,Telecomm,USA,469
1/09/2020,SSO,Training,USA,274
1/09/2020,SSO,Travel,USA,23
1/09/2020,Vendor Management,Depreciation,USA,117
1/09/2020,Vendor Management,Employee Performance,USA,68
1/09/2020,Vendor Management,External Labor,USA,"-137,570"
1/09/2020,Vendor Management,Hardware,USA,596
1/09/2020,Vendor Management,Internal Labor,USA,"104,422"
1/09/2020,Vendor Management,Other,USA,81
1/09/2020,Vendor Management,Outbound Allocations,USA,"-1,034"
1/09/2020,Vendor Management,Software,USA,234
1/09/2020,Vendor Management,Software Maintenance,USA,73
1/09/2020,Vendor Management,Supplies,USA,119
1/09/2020,Vendor Management,Taxes,USA,15
1/09/2020,Vendor Management,Telecomm,USA,774
1/09/2020,Vendor Management,Training,USA,115
1/09/2020,Vendor Management,Travel,USA,401
