Date,IT Department,Cost Element,Country,Actual
1/08/2020,Networking,Software Maintenance,USA,"39,252"
1/08/2020,Networking,Supplies,Switzerland,"6,354"
1/08/2020,Networking,Supplies,USA,157
1/08/2020,Networking,Taxes,USA,"13,616"
1/08/2020,Networking,Telecomm,Canada,"3,550"
1/08/2020,Networking,Telecomm,Mexico,340
1/08/2020,Networking,Telecomm,Switzerland,"-6,638"
1/08/2020,Networking,Telecomm,United Kingdom,"9,730"
1/08/2020,Networking,Telecomm,USA,"249,416"
1/08/2020,Networking,Training,Mexico,182
1/08/2020,Networking,Training,United Kingdom,-50
1/08/2020,Networking,Training,USA,28
1/08/2020,Networking,Travel,Switzerland,"2,480"
1/08/2020,Networking,Travel,United Kingdom,-741
1/08/2020,Networking,Travel,USA,403
1/08/2020,Networking,Vehicles,Switzerland,183
1/08/2020,Networking,Vehicles,United Kingdom,"1,165"
1/08/2020,Planning,Amortization,USA,"456,628"
1/08/2020,Planning,Depreciation,Brazil,5
1/08/2020,Planning,Depreciation,USA,"47,661"
1/08/2020,Planning,Employee Performance,USA,"1,018"
1/08/2020,Planning,External Labor,Italy,491
1/08/2020,Planning,External Labor,United Kingdom,"1,085"
1/08/2020,Planning,External Labor,USA,"421,918"
1/08/2020,Planning,Hardware,United Kingdom,-41
1/08/2020,Planning,Hardware,USA,287
1/08/2020,Planning,Hardware Maintenance,Italy,"6,434"
1/08/2020,Planning,Inbound Allocations,United Kingdom,"-4,526"
1/08/2020,Planning,Internal Labor,France,"2,357"
1/08/2020,Planning,Internal Labor,United Kingdom,"5,088"
1/08/2020,Planning,Internal Labor,USA,"358,068"
1/08/2020,Planning,Moving,USA,361
1/08/2020,Planning,Other,United Kingdom,-96
1/08/2020,Planning,Other,USA,517
1/08/2020,Planning,Outbound Allocations,United Kingdom,"2,769"
1/08/2020,Planning,Outbound Allocations,USA,"-9,694"
1/08/2020,Planning,Software,USA,"211,812"
1/08/2020,Planning,Software Maintenance,USA,"250,642"
1/08/2020,Planning,Supplies,USA,365
1/08/2020,Planning,Taxes,USA,"2,325"
1/08/2020,Planning,Telecomm,Brazil,7
1/08/2020,Planning,Telecomm,United Kingdom,"4,635"
1/08/2020,Planning,Telecomm,USA,"2,328"
1/08/2020,Planning,Training,United Kingdom,-151
1/08/2020,Planning,Training,USA,"3,033"
1/08/2020,Planning,Travel,United Kingdom,"-1,458"
1/08/2020,Planning,Travel,USA,"4,260"
1/08/2020,Planning,Vehicles,United Kingdom,1
1/08/2020,Portals,Employee Performance,USA,92
1/08/2020,Portals,External Labor,USA,"12,957"
1/08/2020,Portals,Internal Labor,USA,"63,808"
1/08/2020,Portals,Software,USA,"9,923"
1/08/2020,Portals,Software Maintenance,USA,16
1/08/2020,Portals,Telecomm,USA,387
1/08/2020,Portals,Training,USA,88
1/08/2020,Portals,Travel,USA,82
1/08/2020,Portfolio Management,External Labor,USA,"7,584"
1/08/2020,Portfolio Management,Internal Labor,USA,"64,604"
1/08/2020,Portfolio Management,Other,USA,"7,964"
1/08/2020,Portfolio Management,Software,USA,6
1/08/2020,Portfolio Management,Software Maintenance,USA,4
1/08/2020,Portfolio Management,Telecomm,USA,410
1/08/2020,Portfolio Management,Training,USA,187
1/08/2020,Portfolio Management,Travel,USA,"1,081"
1/08/2020,Process Management,Depreciation,USA,"8,334"
1/08/2020,Process Management,Employee Performance,USA,120
1/08/2020,Process Management,External Labor,USA,"95,055"
1/08/2020,Process Management,Internal Labor,USA,"101,694"
1/08/2020,Process Management,Other,USA,"1,117"
1/08/2020,Process Management,Outbound Allocations,USA,"24,685"
1/08/2020,Process Management,Software,USA,"8,085"
1/08/2020,Process Management,Software Maintenance,USA,"17,616"
1/08/2020,Process Management,Supplies,USA,35
1/08/2020,Process Management,Taxes,USA,97
1/08/2020,Process Management,Telecomm,USA,680
1/08/2020,Process Management,Training,USA,"1,665"
1/08/2020,Process Management,Travel,USA,"1,604"
1/08/2020,Production,Hardware,USA,265
1/08/2020,Production,Internal Labor,USA,"13,344"
1/08/2020,Production,Supplies,USA,6
1/08/2020,Production,Telecomm,USA,291
1/08/2020,Production,Travel,USA,"1,886"
1/08/2020,Productivity,Amortization,France,69
1/08/2020,Productivity,Amortization,Hungary,192
1/08/2020,Productivity,Amortization,Italy,"1,725"
1/08/2020,Productivity,CAPEX,Germany,-31
1/08/2020,Productivity,CAPEX,United Kingdom,327
1/08/2020,Productivity,CAPEX,USA,363
1/08/2020,Productivity,Depreciation,Austria,567
1/08/2020,Productivity,Depreciation,Belgium,300
1/08/2020,Productivity,Depreciation,Canada,1
1/08/2020,Productivity,Depreciation,Czech Republic,401
1/08/2020,Productivity,Depreciation,France,"3,179"
1/08/2020,Productivity,Depreciation,Germany,"4,662"
1/08/2020,Productivity,Depreciation,Hungary,"2,301"
1/08/2020,Productivity,Depreciation,Ireland,"4,386"
1/08/2020,Productivity,Depreciation,Italy,"16,680"
1/08/2020,Productivity,Depreciation,Netherlands,298
1/08/2020,Productivity,Depreciation,Slovakia,129
1/08/2020,Productivity,Depreciation,Spain,"2,147"
1/08/2020,Productivity,Depreciation,Switzerland,533
1/08/2020,Productivity,Depreciation,United Kingdom,142
1/08/2020,Productivity,Depreciation,USA,194
1/08/2020,Productivity,Employee Performance,USA,332
1/08/2020,Productivity,External Labor,Austria,"4,723"
1/08/2020,Productivity,External Labor,Belgium,"10,155"
1/08/2020,Productivity,External Labor,Canada,"5,022"
1/08/2020,Productivity,External Labor,France,"69,709"
1/08/2020,Productivity,External Labor,Germany,"6,695"
1/08/2020,Productivity,External Labor,Ireland,"-25,348"
1/08/2020,Productivity,External Labor,Italy,"18,773"
1/08/2020,Productivity,External Labor,Netherlands,"1,676"
1/08/2020,Productivity,External Labor,Slovakia,396
1/08/2020,Productivity,External Labor,Spain,"-54,882"
1/08/2020,Productivity,External Labor,Switzerland,"1,335"
1/08/2020,Productivity,External Labor,United Kingdom,"57,014"
1/08/2020,Productivity,External Labor,USA,"498,652"
1/08/2020,Productivity,Hardware,Austria,"13,952"
1/08/2020,Productivity,Hardware,Belgium,"3,353"
1/08/2020,Productivity,Hardware,Canada,509
1/08/2020,Productivity,Hardware,Czech Republic,582
1/08/2020,Productivity,Hardware,France,"21,006"
1/08/2020,Productivity,Hardware,Germany,"61,050"
1/08/2020,Productivity,Hardware,Ireland,"1,246"
1/08/2020,Productivity,Hardware,Netherlands,"10,265"
1/08/2020,Productivity,Hardware,Spain,"7,234"
1/08/2020,Productivity,Hardware,Switzerland,"1,871"
1/08/2020,Productivity,Hardware,United Kingdom,"20,737"
1/08/2020,Productivity,Hardware,USA,"488,449"
1/08/2020,Productivity,Hardware Maintenance,France,"10,311"
1/08/2020,Productivity,Hardware Maintenance,Germany,164
1/08/2020,Productivity,Hardware Maintenance,Hungary,140
1/08/2020,Productivity,Hardware Maintenance,Ireland,"8,287"
1/08/2020,Productivity,Hardware Maintenance,Italy,"3,998"
1/08/2020,Productivity,Hardware Maintenance,Spain,"1,382"
1/08/2020,Productivity,Hardware Maintenance,Switzerland,"1,069"
1/08/2020,Productivity,Hardware Maintenance,United Kingdom,95
1/08/2020,Productivity,Hardware Maintenance,USA,158
1/08/2020,Productivity,Inbound Allocations,Germany,"-1,573"
1/08/2020,Productivity,Inbound Allocations,Spain,"1,445"
1/08/2020,Productivity,Inbound Allocations,United Kingdom,101
1/08/2020,Productivity,Internal Labor,Belgium,"4,870"
1/08/2020,Productivity,Internal Labor,France,"10,093"
1/08/2020,Productivity,Internal Labor,Germany,"10,227"
1/08/2020,Productivity,Internal Labor,Italy,"7,436"
1/08/2020,Productivity,Internal Labor,Spain,538
1/08/2020,Productivity,Internal Labor,Switzerland,"6,852"
1/08/2020,Productivity,Internal Labor,United Kingdom,"18,716"
1/08/2020,Productivity,Internal Labor,USA,"61,014"
1/08/2020,Productivity,Other,Belgium,10
1/08/2020,Productivity,Other,Canada,"3,558"
1/08/2020,Productivity,Other,Czech Republic,78
1/08/2020,Productivity,Other,Germany,272
1/08/2020,Productivity,Other,Hungary,"-3,947"
1/08/2020,Productivity,Other,Switzerland,127
1/08/2020,Productivity,Other,United Kingdom,"-3,712"
1/08/2020,Productivity,Other,USA,"11,231"
1/08/2020,Productivity,Outbound Allocations,United Kingdom,"4,365"
1/08/2020,Productivity,Project Expenses,France,"5,385"
1/08/2020,Productivity,Project Expenses,Ireland,635
1/08/2020,Productivity,Project Expenses,United Kingdom,"4,696"
1/08/2020,Productivity,Severance,Italy,368
1/08/2020,Productivity,Software,Belgium,488
1/08/2020,Productivity,Software,France,621
1/08/2020,Productivity,Software,Ireland,"3,219"
1/08/2020,Productivity,Software,Netherlands,195
1/08/2020,Productivity,Software,Spain,237
1/08/2020,Productivity,Software,United Kingdom,"2,203"
1/08/2020,Productivity,Software,USA,"3,191"
1/08/2020,Productivity,Software Maintenance,Italy,917
1/08/2020,Productivity,Supplies,Belgium,103
1/08/2020,Productivity,Supplies,Canada,"2,179"
1/08/2020,Productivity,Supplies,Germany,"3,236"
1/08/2020,Productivity,Supplies,Hungary,37
1/08/2020,Productivity,Supplies,Ireland,"3,367"
1/08/2020,Productivity,Supplies,Italy,204
1/08/2020,Productivity,Supplies,Netherlands,22
1/08/2020,Productivity,Supplies,Switzerland,"9,135"
1/08/2020,Productivity,Supplies,United Kingdom,-24
1/08/2020,Productivity,Supplies,USA,"2,291"
1/08/2020,Productivity,Taxes,USA,149
1/08/2020,Productivity,Telecomm,Austria,147
1/08/2020,Productivity,Telecomm,Belgium,"3,147"
1/08/2020,Productivity,Telecomm,Czech Republic,26
1/08/2020,Productivity,Telecomm,France,"9,957"
1/08/2020,Productivity,Telecomm,Germany,"51,377"
1/08/2020,Productivity,Telecomm,Italy,"4,709"
1/08/2020,Productivity,Telecomm,Netherlands,"2,170"
1/08/2020,Productivity,Telecomm,Slovakia,50
1/08/2020,Productivity,Telecomm,Spain,"73,585"
1/08/2020,Productivity,Telecomm,Switzerland,"1,054"
1/08/2020,Productivity,Telecomm,United Kingdom,"49,150"
1/08/2020,Productivity,Telecomm,USA,"2,838"
1/08/2020,Productivity,Training,Germany,"1,309"
1/08/2020,Productivity,Training,United Kingdom,-604
1/08/2020,Productivity,Training,USA,71
1/08/2020,Productivity,Travel,Belgium,131
1/08/2020,Productivity,Travel,Germany,122
1/08/2020,Productivity,Travel,Italy,847
1/08/2020,Productivity,Travel,United Kingdom,"6,742"
1/08/2020,Productivity,Travel,USA,"3,851"
1/08/2020,Productivity,Vehicles,Belgium,373
1/08/2020,Productivity,Vehicles,Spain,139
1/08/2020,Productivity,Vehicles,United Kingdom,700
1/08/2020,Productivity,Vehicles,USA,3
1/08/2020,Quality & Compliance,Depreciation,Israel,760
1/08/2020,Quality & Compliance,Employee Performance,USA,34
1/08/2020,Quality & Compliance,External Labor,USA,"94,756"
1/08/2020,Quality & Compliance,Internal Labor,Israel,"3,288"
1/08/2020,Quality & Compliance,Internal Labor,USA,"114,595"
1/08/2020,Quality & Compliance,Software,USA,119
1/08/2020,Quality & Compliance,Software Maintenance,USA,37
1/08/2020,Quality & Compliance,Taxes,USA,5
1/08/2020,Quality & Compliance,Telecomm,Israel,388
1/08/2020,Quality & Compliance,Telecomm,USA,575
1/08/2020,Quality & Compliance,Training,USA,"1,265"
1/08/2020,Quality & Compliance,Travel,Israel,"1,194"
1/08/2020,Quality & Compliance,Travel,USA,177
1/08/2020,Quality & Compliance,Vehicles,Israel,384
1/08/2020,R&D,CAPEX,United Kingdom,15
1/08/2020,R&D,CAPEX,USA,30
1/08/2020,R&D,Depreciation,Spain,607
1/08/2020,R&D,Depreciation,United Kingdom,"1,928"
1/08/2020,R&D,Employee Performance,USA,101
1/08/2020,R&D,External Labor,United Kingdom,"28,451"
1/08/2020,R&D,External Labor,USA,"52,737"
1/08/2020,R&D,Hardware,USA,"13,513"
1/08/2020,R&D,Inbound Allocations,Spain,"1,328"
1/08/2020,R&D,Inbound Allocations,United Kingdom,275
1/08/2020,R&D,Internal Labor,Spain,"2,352"
1/08/2020,R&D,Internal Labor,United Kingdom,"11,831"
1/08/2020,R&D,Internal Labor,USA,"177,515"
1/08/2020,R&D,Moving,United Kingdom,"-1,804"
1/08/2020,R&D,Other,Spain,46
1/08/2020,R&D,Other,United Kingdom,"3,351"
1/08/2020,R&D,Other,USA,200
1/08/2020,R&D,Outbound Allocations,Spain,"1,593"
1/08/2020,R&D,Outbound Allocations,United Kingdom,"5,052"
1/08/2020,R&D,Software,USA,334
1/08/2020,R&D,Software Maintenance,United Kingdom,"17,340"
1/08/2020,R&D,Software Maintenance,USA,"2,786"
1/08/2020,R&D,Supplies,USA,767
1/08/2020,R&D,Taxes,USA,"1,501"
1/08/2020,R&D,Telecomm,United Kingdom,-37
1/08/2020,R&D,Telecomm,USA,230
1/08/2020,R&D,Training,United Kingdom,"-1,014"
1/08/2020,R&D,Training,USA,830
1/08/2020,R&D,Travel,Spain,"2,536"
1/08/2020,R&D,Travel,United Kingdom,"-3,544"
1/08/2020,R&D,Travel,USA,"3,448"
1/08/2020,R&D,Vehicles,United Kingdom,2
1/08/2020,R1,Depreciation,Austria,9
1/08/2020,R1,Depreciation,Belgium,4
1/08/2020,R1,External Labor,Belgium,"114,109"
1/08/2020,R1,External Labor,Germany,"11,906"
1/08/2020,R1,External Labor,United Kingdom,"3,429"
1/08/2020,R1,Hardware,Canada,78
1/08/2020,R1,Inbound Allocations,Hungary,"33,527"
1/08/2020,R1,Internal Labor,Austria,"3,598"
1/08/2020,R1,Internal Labor,Belgium,"16,218"
1/08/2020,R1,Internal Labor,Canada,"11,600"
1/08/2020,R1,Internal Labor,Germany,"3,772"
1/08/2020,R1,Internal Labor,Spain,"1,293"
1/08/2020,R1,Internal Labor,United Kingdom,"1,325"
1/08/2020,R1,Other,Austria,15
1/08/2020,R1,Other,Belgium,77
1/08/2020,R1,Other,Spain,790
1/08/2020,R1,Recognition,Austria,41
1/08/2020,R1,Severance,Austria,34
1/08/2020,R1,Software Maintenance,Belgium,"11,282"
1/08/2020,R1,Supplies,Belgium,"52,850"
1/08/2020,R1,Supplies,Italy,1
1/08/2020,R1,Telecomm,Austria,38
1/08/2020,R1,Telecomm,Belgium,125
1/08/2020,R1,Telecomm,Canada,110
1/08/2020,R1,Telecomm,Italy,250
1/08/2020,R1,Travel,Belgium,"1,568"
1/08/2020,R1,Travel,Canada,746
1/08/2020,R1,Travel,Italy,198
1/08/2020,R1,Travel,Spain,217
1/08/2020,R1,Vehicles,Belgium,"1,052"
1/08/2020,R1,Vehicles,Canada,4
1/08/2020,R1,Vehicles,Hungary,17
1/08/2020,R2,Amortization,Mexico,53
1/08/2020,R2,Amortization,United Kingdom,"35,840"
1/08/2020,R2,Amortization,USA,"2,006,853"
1/08/2020,R2,CAPEX,USA,"-398,734"
1/08/2020,R2,Depreciation,Brazil,"6,790"
1/08/2020,R2,Depreciation,Mexico,150
1/08/2020,R2,Depreciation,United Kingdom,159
1/08/2020,R2,Depreciation,USA,"78,831"
1/08/2020,R2,Employee Performance,USA,"1,042"
1/08/2020,R2,External Labor,Brazil,"22,814"
1/08/2020,R2,External Labor,Mexico,"2,084"
1/08/2020,R2,External Labor,United Kingdom,"44,582"
1/08/2020,R2,External Labor,USA,"472,873"
1/08/2020,R2,Hardware,USA,"1,320"
1/08/2020,R2,Hardware Maintenance,Brazil,"2,239"
1/08/2020,R2,Hardware Maintenance,Italy,"1,729"
1/08/2020,R2,Hardware Maintenance,USA,113
1/08/2020,R2,Inbound Allocations,Brazil,341
1/08/2020,R2,Inbound Allocations,Spain,"1,445"
1/08/2020,R2,Internal Labor,Belgium,"4,060"
1/08/2020,R2,Internal Labor,Brazil,"23,299"
1/08/2020,R2,Internal Labor,Germany,"1,785"
1/08/2020,R2,Internal Labor,Italy,"2,240"
1/08/2020,R2,Internal Labor,Spain,"1,569"
1/08/2020,R2,Internal Labor,Switzerland,"7,192"
1/08/2020,R2,Internal Labor,United Kingdom,"63,096"
1/08/2020,R2,Internal Labor,USA,"485,447"
1/08/2020,R2,Legal,USA,5
1/08/2020,R2,Moving,USA,"2,452"
1/08/2020,R2,Other,Belgium,28
1/08/2020,R2,Other,Brazil,577
1/08/2020,R2,Other,Spain,100
1/08/2020,R2,Other,United Kingdom,"-103,137"
1/08/2020,R2,Other,USA,"-1,330"
1/08/2020,R2,Project Expenses,USA,"72,310"
1/08/2020,R2,Recognition,Brazil,193
1/08/2020,R2,Severance,Brazil,"1,050"
1/08/2020,R2,Severance,Italy,138
1/08/2020,R2,Software,United Kingdom,"118,026"
1/08/2020,R2,Software,USA,"229,945"
1/08/2020,R2,Software Maintenance,United Kingdom,"25,708"
1/08/2020,R2,Software Maintenance,USA,"34,735"
1/08/2020,R2,Supplies,Brazil,"-2,087"
1/08/2020,R2,Supplies,USA,333
1/08/2020,R2,Taxes,USA,"5,522"
1/08/2020,R2,Telecomm,Brazil,684
1/08/2020,R2,Telecomm,Switzerland,21
1/08/2020,R2,Telecomm,United Kingdom,350
1/08/2020,R2,Telecomm,USA,"3,261"
1/08/2020,R2,Training,United Kingdom,"-2,593"
1/08/2020,R2,Training,USA,"2,512"
1/08/2020,R2,Travel,Brazil,704
1/08/2020,R2,Travel,Spain,"3,756"
1/08/2020,R2,Travel,United Kingdom,"3,270"
1/08/2020,R2,Travel,USA,"22,761"
1/08/2020,R2,Vehicles,United Kingdom,"2,796"
1/08/2020,R3,Amortization,USA,"456,155"
1/08/2020,R3,Depreciation,USA,"3,562"
1/08/2020,R3,External Labor,Germany,"2,059"
1/08/2020,R3,External Labor,United Kingdom,"9,258"
1/08/2020,R3,External Labor,USA,"498,584"
1/08/2020,R3,Hardware,USA,443
1/08/2020,R3,Hardware Maintenance,United Kingdom,35
1/08/2020,R3,Internal Labor,Belgium,"4,260"
1/08/2020,R3,Internal Labor,France,"4,230"
1/08/2020,R3,Internal Labor,Germany,"9,043"
1/08/2020,R3,Internal Labor,Spain,478
1/08/2020,R3,Internal Labor,Switzerland,804
1/08/2020,R3,Internal Labor,United Kingdom,"45,640"
1/08/2020,R3,Internal Labor,USA,"31,840"
1/08/2020,R3,Other,Belgium,112
1/08/2020,R3,Other,Germany,4
1/08/2020,R3,Other,Spain,"1,201"
1/08/2020,R3,Other,United Kingdom,-114
1/08/2020,R3,Other,USA,"-10,926"
1/08/2020,R3,Software,United Kingdom,"7,444"
1/08/2020,R3,Software,USA,"82,596"
1/08/2020,R3,Software Maintenance,United Kingdom,"28,976"
1/08/2020,R3,Software Maintenance,USA,"72,240"
1/08/2020,R3,Supplies,United Kingdom,16
1/08/2020,R3,Supplies,USA,6
1/08/2020,R3,Taxes,USA,88
1/08/2020,R3,Telecomm,Belgium,45
1/08/2020,R3,Telecomm,United Kingdom,216
1/08/2020,R3,Telecomm,USA,107
1/08/2020,R3,Travel,Belgium,329
1/08/2020,R3,Travel,Germany,"2,982"
1/08/2020,R3,Travel,Spain,113
1/08/2020,R3,Travel,United Kingdom,"11,020"
1/08/2020,R3,Travel,USA,220
1/08/2020,R3,Vehicles,Belgium,10
1/08/2020,R3,Vehicles,Spain,77
1/08/2020,R3,Vehicles,United Kingdom,"4,003"
1/08/2020,R5,Amortization,USA,"193,266"
1/08/2020,R5,CAPEX,USA,"17,979"
1/08/2020,R5,Depreciation,USA,"32,905"
1/08/2020,R5,Employee Performance,USA,377
1/08/2020,R5,External Labor,Puerto Rico,"18,983"
1/08/2020,R5,External Labor,USA,"436,742"
1/08/2020,R5,Hardware Maintenance,Puerto Rico,371
1/08/2020,R5,Internal Labor,Puerto Rico,"8,195"
1/08/2020,R5,Internal Labor,USA,"260,471"
1/08/2020,R5,Other,Puerto Rico,81
1/08/2020,R5,Other,USA,890
1/08/2020,R5,Project Expenses,USA,"31,550"
1/08/2020,R5,Software,USA,"134,083"
1/08/2020,R5,Software Maintenance,USA,"39,602"
1/08/2020,R5,Supplies,Puerto Rico,405
1/08/2020,R5,Supplies,USA,-177
1/08/2020,R5,Taxes,USA,"3,003"
1/08/2020,R5,Telecomm,USA,"1,120"
1/08/2020,R5,Training,USA,"6,243"
1/08/2020,R5,Travel,Puerto Rico,15
1/08/2020,R5,Travel,USA,"3,135"
1/08/2020,R5,Vehicles,Puerto Rico,246
1/08/2020,Security & Risk Management,Employee Performance,USA,4
1/08/2020,Security & Risk Management,External Labor,USA,"3,185"
1/08/2020,Security & Risk Management,Hardware,USA,948
1/08/2020,Security & Risk Management,Internal Labor,USA,"55,618"
1/08/2020,Security & Risk Management,Other,USA,247
1/08/2020,Security & Risk Management,Software,USA,6
1/08/2020,Security & Risk Management,Software Maintenance,USA,4
1/08/2020,Security & Risk Management,Supplies,USA,384
1/08/2020,Security & Risk Management,Taxes,USA,22
1/08/2020,Security & Risk Management,Telecomm,USA,342
1/08/2020,Security & Risk Management,Training,USA,"2,054"
1/08/2020,Security & Risk Management,Travel,USA,836
1/08/2020,Six Sigma,Employee Performance,USA,4
1/08/2020,Six Sigma,Internal Labor,USA,"33,351"
1/08/2020,Six Sigma,Moving,USA,170
1/08/2020,Six Sigma,Other,USA,256
1/08/2020,Six Sigma,Software,USA,11
1/08/2020,Six Sigma,Software Maintenance,USA,8
1/08/2020,Six Sigma,Supplies,USA,141
1/08/2020,Six Sigma,Telecomm,USA,184
1/08/2020,Six Sigma,Training,USA,686
1/08/2020,Six Sigma,Travel,USA,8
1/08/2020,SSO,Depreciation,USA,"1,776"
1/08/2020,SSO,Employee Performance,USA,194
1/08/2020,SSO,External Labor,USA,"172,069"
1/08/2020,SSO,Internal Labor,USA,"78,768"
1/08/2020,SSO,Other,USA,53
1/08/2020,SSO,Software,USA,"16,094"
1/08/2020,SSO,Software Maintenance,USA,"21,888"
1/08/2020,SSO,Supplies,USA,107
1/08/2020,SSO,Taxes,USA,52
1/08/2020,SSO,Telecomm,USA,493
1/08/2020,SSO,Training,USA,"1,949"
1/08/2020,SSO,Travel,USA,269
1/08/2020,Vendor Management,Depreciation,USA,117
1/08/2020,Vendor Management,Employee Performance,USA,50
1/08/2020,Vendor Management,External Labor,USA,"17,491"
1/08/2020,Vendor Management,Internal Labor,USA,"138,028"
1/08/2020,Vendor Management,Other,USA,108
1/08/2020,Vendor Management,Outbound Allocations,USA,"-3,790"
1/08/2020,Vendor Management,Software,USA,168
1/08/2020,Vendor Management,Software Maintenance,USA,73
1/08/2020,Vendor Management,Supplies,USA,161
1/08/2020,Vendor Management,Taxes,USA,15
1/08/2020,Vendor Management,Telecomm,USA,816
1/08/2020,Vendor Management,Training,USA,448
1/08/2020,Vendor Management,Travel,USA,26
