Date,IT Department,Cost Element,Country,Actual
1/11/2020,Networking,Supplies,USA,85
1/11/2020,Networking,Taxes,USA,"5,321"
1/11/2020,Networking,Telecomm,Canada,"3,193"
1/11/2020,Networking,Telecomm,Mexico,"10,930"
1/11/2020,Networking,Telecomm,Switzerland,904
1/11/2020,Networking,Telecomm,United Kingdom,"40,690"
1/11/2020,Networking,Telecomm,USA,"594,427"
1/11/2020,Networking,Training,Switzerland,341
1/11/2020,Networking,Training,United Kingdom,677
1/11/2020,Networking,Travel,Switzerland,"4,951"
1/11/2020,Networking,Travel,United Kingdom,"3,256"
1/11/2020,Networking,Travel,USA,176
1/11/2020,Networking,Vehicles,Switzerland,203
1/11/2020,Networking,Vehicles,United Kingdom,253
1/11/2020,Other,Depreciation,Switzerland,378
1/11/2020,Other,External Labor,Switzerland,"8,146"
1/11/2020,Other,Hardware,Switzerland,"16,946"
1/11/2020,Other,Hardware Maintenance,Switzerland,267
1/11/2020,Other,Internal Labor,Switzerland,"4,251"
1/11/2020,Other,Other,Switzerland,426
1/11/2020,Other,Severance,Switzerland,875
1/11/2020,Other,Telecomm,Switzerland,318
1/11/2020,Other,Travel,Switzerland,792
1/11/2020,Other,Vehicles,Switzerland,172
1/11/2020,Planning,Amortization,USA,"279,756"
1/11/2020,Planning,Depreciation,Brazil,4
1/11/2020,Planning,Depreciation,USA,"47,488"
1/11/2020,Planning,Employee Performance,USA,"1,368"
1/11/2020,Planning,External Labor,Italy,487
1/11/2020,Planning,External Labor,United Kingdom,"9,275"
1/11/2020,Planning,External Labor,USA,"386,153"
1/11/2020,Planning,Hardware,USA,16
1/11/2020,Planning,Hardware Maintenance,Italy,"6,380"
1/11/2020,Planning,Hardware Maintenance,USA,18
1/11/2020,Planning,Inbound Allocations,United Kingdom,"-8,034"
1/11/2020,Planning,Internal Labor,France,"-5,222"
1/11/2020,Planning,Internal Labor,United Kingdom,"6,642"
1/11/2020,Planning,Internal Labor,USA,"360,675"
1/11/2020,Planning,Other,Brazil,3
1/11/2020,Planning,Other,United Kingdom,10
1/11/2020,Planning,Other,USA,"34,379"
1/11/2020,Planning,Outbound Allocations,United Kingdom,"2,951"
1/11/2020,Planning,Outbound Allocations,USA,"-7,042"
1/11/2020,Planning,Recognition,USA,43
1/11/2020,Planning,Software,USA,"278,023"
1/11/2020,Planning,Software Maintenance,United Kingdom,789
1/11/2020,Planning,Software Maintenance,USA,"433,209"
1/11/2020,Planning,Supplies,USA,"1,238"
1/11/2020,Planning,Taxes,USA,"2,325"
1/11/2020,Planning,Telecomm,United Kingdom,"8,438"
1/11/2020,Planning,Telecomm,USA,"2,709"
1/11/2020,Planning,Training,USA,"1,663"
1/11/2020,Planning,Travel,United Kingdom,161
1/11/2020,Planning,Travel,USA,"1,451"
1/11/2020,Planning,Vehicles,United Kingdom,822
1/11/2020,Portals,Employee Performance,USA,575
1/11/2020,Portals,External Labor,USA,"17,093"
1/11/2020,Portals,Internal Labor,USA,"63,380"
1/11/2020,Portals,Other,USA,37
1/11/2020,Portals,Software,USA,"14,427"
1/11/2020,Portals,Software Maintenance,USA,16
1/11/2020,Portals,Telecomm,USA,304
1/11/2020,Portals,Training,USA,162
1/11/2020,Portals,Travel,USA,846
1/11/2020,Portfolio Management,Employee Performance,USA,161
1/11/2020,Portfolio Management,External Labor,USA,"1,566"
1/11/2020,Portfolio Management,Internal Labor,USA,"59,687"
1/11/2020,Portfolio Management,Other,USA,"24,638"
1/11/2020,Portfolio Management,Software,USA,20
1/11/2020,Portfolio Management,Software Maintenance,USA,4
1/11/2020,Portfolio Management,Supplies,USA,60
1/11/2020,Portfolio Management,Telecomm,USA,374
1/11/2020,Process Management,Depreciation,USA,"1,214"
1/11/2020,Process Management,Employee Performance,USA,403
1/11/2020,Process Management,External Labor,USA,"139,589"
1/11/2020,Process Management,Hardware,USA,480
1/11/2020,Process Management,Internal Labor,USA,"91,210"
1/11/2020,Process Management,Other,USA,14
1/11/2020,Process Management,Outbound Allocations,USA,"24,685"
1/11/2020,Process Management,Software,USA,"26,346"
1/11/2020,Process Management,Software Maintenance,USA,"14,250"
1/11/2020,Process Management,Supplies,USA,629
1/11/2020,Process Management,Taxes,USA,97
1/11/2020,Process Management,Telecomm,USA,473
1/11/2020,Process Management,Training,USA,"1,017"
1/11/2020,Process Management,Travel,USA,"1,359"
1/11/2020,Production,Employee Performance,USA,30
1/11/2020,Production,External Labor,USA,"4,339"
1/11/2020,Production,Internal Labor,USA,"20,802"
1/11/2020,Production,Other,USA,2
1/11/2020,Production,Supplies,USA,9
1/11/2020,Production,Telecomm,USA,287
1/11/2020,Production,Travel,USA,518
1/11/2020,Productivity,Amortization,Denmark,"4,021"
1/11/2020,Productivity,Amortization,France,66
1/11/2020,Productivity,Amortization,Hungary,193
1/11/2020,Productivity,Amortization,Italy,"1,710"
1/11/2020,Productivity,CAPEX,USA,60
1/11/2020,Productivity,Depreciation,Austria,"2,870"
1/11/2020,Productivity,Depreciation,Belgium,297
1/11/2020,Productivity,Depreciation,Bosnia,34
1/11/2020,Productivity,Depreciation,Canada,1
1/11/2020,Productivity,Depreciation,Croatia,476
1/11/2020,Productivity,Depreciation,Czech Republic,372
1/11/2020,Productivity,Depreciation,France,"2,246"
1/11/2020,Productivity,Depreciation,Germany,"4,621"
1/11/2020,Productivity,Depreciation,Hungary,"1,418"
1/11/2020,Productivity,Depreciation,Ireland,"4,525"
1/11/2020,Productivity,Depreciation,Italy,"18,949"
1/11/2020,Productivity,Depreciation,Netherlands,352
1/11/2020,Productivity,Depreciation,Norway,42
1/11/2020,Productivity,Depreciation,Poland,227
1/11/2020,Productivity,Depreciation,Portugal,"1,380"
1/11/2020,Productivity,Depreciation,Romania,19
1/11/2020,Productivity,Depreciation,Slovakia,234
1/11/2020,Productivity,Depreciation,Slovenia,792
1/11/2020,Productivity,Depreciation,Spain,"1,772"
1/11/2020,Productivity,Depreciation,Switzerland,"1,530"
1/11/2020,Productivity,Depreciation,United Kingdom,140
1/11/2020,Productivity,Depreciation,USA,194
1/11/2020,Productivity,Employee Performance,USA,55
1/11/2020,Productivity,External Labor,Austria,"5,287"
1/11/2020,Productivity,External Labor,Belgium,"5,552"
1/11/2020,Productivity,External Labor,Canada,"-1,224"
1/11/2020,Productivity,External Labor,Czech Republic,"1,225"
1/11/2020,Productivity,External Labor,Denmark,919
1/11/2020,Productivity,External Labor,Finland,"14,500"
1/11/2020,Productivity,External Labor,France,"49,836"
1/11/2020,Productivity,External Labor,Germany,"51,541"
1/11/2020,Productivity,External Labor,Hungary,"1,626"
1/11/2020,Productivity,External Labor,Ireland,"6,785"
1/11/2020,Productivity,External Labor,Italy,"79,503"
1/11/2020,Productivity,External Labor,Netherlands,"1,881"
1/11/2020,Productivity,External Labor,Poland,"1,723"
1/11/2020,Productivity,External Labor,Portugal,"1,650"
1/11/2020,Productivity,External Labor,Slovakia,474
1/11/2020,Productivity,External Labor,Slovenia,425
1/11/2020,Productivity,External Labor,Switzerland,"7,358"
1/11/2020,Productivity,External Labor,United Kingdom,"-7,897"
1/11/2020,Productivity,External Labor,USA,"357,069"
1/11/2020,Productivity,Hardware,Austria,"16,179"
1/11/2020,Productivity,Hardware,Belgium,"8,159"
1/11/2020,Productivity,Hardware,Bosnia,54
1/11/2020,Productivity,Hardware,Canada,232
1/11/2020,Productivity,Hardware,Czech Republic,"5,122"
1/11/2020,Productivity,Hardware,Denmark,"7,219"
1/11/2020,Productivity,Hardware,Finland,299
1/11/2020,Productivity,Hardware,France,"27,582"
1/11/2020,Productivity,Hardware,Germany,"27,053"
1/11/2020,Productivity,Hardware,Netherlands,"6,582"
1/11/2020,Productivity,Hardware,Poland,"6,495"
1/11/2020,Productivity,Hardware,Romania,56
1/11/2020,Productivity,Hardware,Slovenia,192
1/11/2020,Productivity,Hardware,Spain,"-37,606"
1/11/2020,Productivity,Hardware,Sweden,"13,438"
1/11/2020,Productivity,Hardware,Switzerland,"13,336"
1/11/2020,Productivity,Hardware,United Kingdom,"63,605"
1/11/2020,Productivity,Hardware,USA,"187,098"
1/11/2020,Productivity,Hardware Maintenance,Austria,521
1/11/2020,Productivity,Hardware Maintenance,Croatia,93
1/11/2020,Productivity,Hardware Maintenance,France,"13,901"
1/11/2020,Productivity,Hardware Maintenance,Germany,"-2,501"
1/11/2020,Productivity,Hardware Maintenance,Hungary,193
1/11/2020,Productivity,Hardware Maintenance,Ireland,"6,398"
1/11/2020,Productivity,Hardware Maintenance,Italy,85
1/11/2020,Productivity,Hardware Maintenance,Romania,396
1/11/2020,Productivity,Hardware Maintenance,Slovakia,408
1/11/2020,Productivity,Hardware Maintenance,Spain,"1,262"
1/11/2020,Productivity,Hardware Maintenance,Switzerland,749
1/11/2020,Productivity,Hardware Maintenance,United Kingdom,271
1/11/2020,Productivity,Hardware Maintenance,USA,53
1/11/2020,Productivity,Inbound Allocations,Finland,"-2,372"
1/11/2020,Productivity,Inbound Allocations,Germany,"-1,560"
1/11/2020,Productivity,Inbound Allocations,Spain,"1,432"
1/11/2020,Productivity,Inbound Allocations,Switzerland,500
1/11/2020,Productivity,Inbound Allocations,United Kingdom,179
1/11/2020,Productivity,Internal Labor,Belgium,"6,148"
1/11/2020,Productivity,Internal Labor,Denmark,916
1/11/2020,Productivity,Internal Labor,France,"3,740"
1/11/2020,Productivity,Internal Labor,Germany,"8,489"
1/11/2020,Productivity,Internal Labor,Italy,"7,728"
1/11/2020,Productivity,Internal Labor,Romania,"1,365"
1/11/2020,Productivity,Internal Labor,Slovenia,"3,361"
1/11/2020,Productivity,Internal Labor,Spain,"6,105"
1/11/2020,Productivity,Internal Labor,Sweden,"3,107"
1/11/2020,Productivity,Internal Labor,Switzerland,"3,923"
1/11/2020,Productivity,Internal Labor,United Kingdom,"18,836"
1/11/2020,Productivity,Internal Labor,USA,"51,544"
1/11/2020,Productivity,Other,Belgium,29
1/11/2020,Productivity,Other,Canada,"1,508"
1/11/2020,Productivity,Other,Denmark,"3,244"
1/11/2020,Productivity,Other,Italy,-415
1/11/2020,Productivity,Other,Portugal,"2,288"
1/11/2020,Productivity,Other,Switzerland,"9,530"
1/11/2020,Productivity,Other,United Kingdom,251
1/11/2020,Productivity,Other,USA,"8,581"
1/11/2020,Productivity,Outbound Allocations,Italy,-1
1/11/2020,Productivity,Outbound Allocations,United Kingdom,"4,315"
1/11/2020,Productivity,Project Expenses,United Kingdom,"4,087"
1/11/2020,Productivity,Recognition,Austria,"-6,452"
1/11/2020,Productivity,Severance,Italy,374
1/11/2020,Productivity,Software,Belgium,194
1/11/2020,Productivity,Software,Denmark,"1,737"
1/11/2020,Productivity,Software,France,"5,104"
1/11/2020,Productivity,Software,Ireland,"2,518"
1/11/2020,Productivity,Software,United Kingdom,"1,078"
1/11/2020,Productivity,Software,USA,"3,189"
1/11/2020,Productivity,Supplies,Belgium,"3,807"
1/11/2020,Productivity,Supplies,Denmark,543
1/11/2020,Productivity,Supplies,Finland,316
1/11/2020,Productivity,Supplies,Germany,"1,496"
1/11/2020,Productivity,Supplies,Ireland,"28,408"
1/11/2020,Productivity,Supplies,Italy,"18,663"
1/11/2020,Productivity,Supplies,Norway,-21
1/11/2020,Productivity,Supplies,Romania,-54
1/11/2020,Productivity,Supplies,Switzerland,"13,178"
1/11/2020,Productivity,Supplies,USA,"7,418"
1/11/2020,Productivity,Taxes,USA,149
1/11/2020,Productivity,Telecomm,Austria,46
1/11/2020,Productivity,Telecomm,Belgium,"1,581"
1/11/2020,Productivity,Telecomm,Czech Republic,233
1/11/2020,Productivity,Telecomm,France,"-25,343"
1/11/2020,Productivity,Telecomm,Germany,"31,227"
1/11/2020,Productivity,Telecomm,Italy,"47,616"
1/11/2020,Productivity,Telecomm,Netherlands,631
1/11/2020,Productivity,Telecomm,Poland,"1,106"
1/11/2020,Productivity,Telecomm,Portugal,111
1/11/2020,Productivity,Telecomm,Romania,355
1/11/2020,Productivity,Telecomm,Slovakia,29
1/11/2020,Productivity,Telecomm,Slovenia,87
1/11/2020,Productivity,Telecomm,Spain,"108,906"
1/11/2020,Productivity,Telecomm,Switzerland,"7,717"
1/11/2020,Productivity,Telecomm,United Kingdom,"24,694"
1/11/2020,Productivity,Telecomm,USA,"2,400"
1/11/2020,Productivity,Training,Germany,"1,732"
1/11/2020,Productivity,Training,USA,638
1/11/2020,Productivity,Travel,Belgium,398
1/11/2020,Productivity,Travel,France,360
1/11/2020,Productivity,Travel,Romania,"1,298"
1/11/2020,Productivity,Travel,Slovenia,627
1/11/2020,Productivity,Travel,Switzerland,"2,206"
1/11/2020,Productivity,Travel,United Kingdom,"2,907"
1/11/2020,Productivity,Travel,USA,"1,776"
1/11/2020,Productivity,Vehicles,Belgium,370
1/11/2020,Productivity,Vehicles,Romania,335
1/11/2020,Productivity,Vehicles,Slovenia,675
1/11/2020,Productivity,Vehicles,United Kingdom,9
1/11/2020,Productivity,Vehicles,USA,4
1/11/2020,Quality & Compliance,Depreciation,Israel,645
1/11/2020,Quality & Compliance,Employee Performance,USA,91
1/11/2020,Quality & Compliance,External Labor,Israel,"2,254"
1/11/2020,Quality & Compliance,External Labor,USA,"32,860"
1/11/2020,Quality & Compliance,Internal Labor,Israel,"3,715"
1/11/2020,Quality & Compliance,Internal Labor,USA,"70,610"
1/11/2020,Quality & Compliance,Software,USA,69
1/11/2020,Quality & Compliance,Software Maintenance,USA,37
1/11/2020,Quality & Compliance,Taxes,USA,5
1/11/2020,Quality & Compliance,Telecomm,Israel,355
1/11/2020,Quality & Compliance,Telecomm,USA,285
1/11/2020,Quality & Compliance,Travel,Israel,308
1/11/2020,Quality & Compliance,Travel,USA,97
1/11/2020,Quality & Compliance,Vehicles,Israel,372
1/11/2020,R&D,Depreciation,Spain,375
1/11/2020,R&D,Depreciation,United Kingdom,"1,906"
1/11/2020,R&D,Employee Performance,USA,766
1/11/2020,R&D,External Labor,Spain,"1,792"
1/11/2020,R&D,External Labor,United Kingdom,"30,493"
1/11/2020,R&D,External Labor,USA,"97,703"
1/11/2020,R&D,Hardware,USA,"3,622"
1/11/2020,R&D,Inbound Allocations,Spain,"1,317"
1/11/2020,R&D,Inbound Allocations,United Kingdom,489
1/11/2020,R&D,Internal Labor,Spain,"9,923"
1/11/2020,R&D,Internal Labor,United Kingdom,"28,897"
1/11/2020,R&D,Internal Labor,USA,"181,969"
1/11/2020,R&D,Moving,United Kingdom,"4,045"
1/11/2020,R&D,Other,United Kingdom,107
1/11/2020,R&D,Other,USA,"46,772"
1/11/2020,R&D,Outbound Allocations,Spain,"2,489"
1/11/2020,R&D,Outbound Allocations,United Kingdom,"5,384"
1/11/2020,R&D,Project Expenses,United Kingdom,838
1/11/2020,R&D,Software,USA,"6,278"
1/11/2020,R&D,Software Maintenance,United Kingdom,"22,251"
1/11/2020,R&D,Software Maintenance,USA,"40,030"
1/11/2020,R&D,Supplies,USA,552
1/11/2020,R&D,Taxes,USA,"1,501"
1/11/2020,R&D,Telecomm,United Kingdom,197
1/11/2020,R&D,Telecomm,USA,768
1/11/2020,R&D,Training,Spain,"1,526"
1/11/2020,R&D,Training,United Kingdom,"1,092"
1/11/2020,R&D,Training,USA,865
1/11/2020,R&D,Travel,United Kingdom,641
1/11/2020,R&D,Travel,USA,"3,244"
1/11/2020,R&D,Vehicles,United Kingdom,2
1/11/2020,R1,Amortization,United Kingdom,"18,911"
1/11/2020,R1,Depreciation,Austria,9
1/11/2020,R1,Depreciation,Belgium,4
1/11/2020,R1,Depreciation,Germany,"4,516"
1/11/2020,R1,External Labor,Belgium,"123,491"
1/11/2020,R1,External Labor,Germany,"-4,448"
1/11/2020,R1,External Labor,Spain,14
1/11/2020,R1,External Labor,United Kingdom,"1,756"
1/11/2020,R1,Hardware,Canada,75
1/11/2020,R1,Inbound Allocations,Hungary,"2,452"
1/11/2020,R1,Internal Labor,Austria,"3,737"
1/11/2020,R1,Internal Labor,Belgium,"31,224"
1/11/2020,R1,Internal Labor,Canada,"11,162"
1/11/2020,R1,Internal Labor,Germany,"3,725"
1/11/2020,R1,Internal Labor,Hungary,2
1/11/2020,R1,Internal Labor,Spain,"2,425"
1/11/2020,R1,Internal Labor,United Kingdom,"1,313"
1/11/2020,R1,Other,Austria,-2
1/11/2020,R1,Other,Belgium,88
1/11/2020,R1,Other,Spain,2
1/11/2020,R1,Outbound Allocations,Italy,-1
1/11/2020,R1,Recognition,Austria,41
1/11/2020,R1,Severance,Austria,68
1/11/2020,R1,Telecomm,Austria,39
1/11/2020,R1,Telecomm,Belgium,136
1/11/2020,R1,Telecomm,Canada,445
1/11/2020,R1,Telecomm,Hungary,40
1/11/2020,R1,Telecomm,Italy,484
1/11/2020,R1,Training,Canada,721
1/11/2020,R1,Travel,Austria,599
1/11/2020,R1,Travel,Belgium,"3,326"
1/11/2020,R1,Travel,Canada,"1,275"
1/11/2020,R1,Travel,Germany,405
1/11/2020,R1,Travel,Italy,112
1/11/2020,R1,Travel,Spain,360
1/11/2020,R1,Vehicles,Belgium,"1,215"
1/11/2020,R1,Vehicles,Canada,11
1/11/2020,R1,Vehicles,Hungary,4
1/11/2020,R2,Amortization,Mexico,48
1/11/2020,R2,Amortization,United Kingdom,"35,427"
1/11/2020,R2,Amortization,USA,"1,856,890"
1/11/2020,R2,CAPEX,USA,"-197,782"
1/11/2020,R2,Depreciation,Brazil,"7,634"
1/11/2020,R2,Depreciation,Mexico,133
1/11/2020,R2,Depreciation,United Kingdom,157
1/11/2020,R2,Depreciation,USA,"74,680"
1/11/2020,R2,Employee Performance,USA,"2,608"
1/11/2020,R2,External Labor,Brazil,"26,036"
1/11/2020,R2,External Labor,Mexico,"3,619"
1/11/2020,R2,External Labor,United Kingdom,"31,940"
1/11/2020,R2,External Labor,USA,"834,725"
1/11/2020,R2,Hardware,United Kingdom,"2,195"
1/11/2020,R2,Hardware,USA,"1,697"
1/11/2020,R2,Hardware Maintenance,Brazil,"1,157"
1/11/2020,R2,Hardware Maintenance,Italy,"1,714"
1/11/2020,R2,Hardware Maintenance,USA,126
1/11/2020,R2,Inbound Allocations,Brazil,314
1/11/2020,R2,Inbound Allocations,Spain,"1,432"
1/11/2020,R2,Inbound Allocations,United Kingdom,242
1/11/2020,R2,Internal Labor,Belgium,"1,076"
1/11/2020,R2,Internal Labor,Brazil,"21,225"
1/11/2020,R2,Internal Labor,Germany,"1,770"
1/11/2020,R2,Internal Labor,Italy,"2,444"
1/11/2020,R2,Internal Labor,Spain,935
1/11/2020,R2,Internal Labor,Switzerland,"5,789"
1/11/2020,R2,Internal Labor,United Kingdom,"60,963"
1/11/2020,R2,Internal Labor,USA,"366,521"
1/11/2020,R2,Moving,USA,255
1/11/2020,R2,Other,Belgium,23
1/11/2020,R2,Other,Brazil,468
1/11/2020,R2,Other,France,"7,139"
1/11/2020,R2,Other,United Kingdom,820
1/11/2020,R2,Other,USA,"9,210"
1/11/2020,R2,Project Expenses,USA,"224,939"
1/11/2020,R2,Recognition,USA,51
1/11/2020,R2,Severance,Brazil,"4,398"
1/11/2020,R2,Severance,Italy,144
1/11/2020,R2,Software,United Kingdom,"8,983"
1/11/2020,R2,Software,USA,"232,941"
1/11/2020,R2,Software Maintenance,France,"-1,124"
1/11/2020,R2,Software Maintenance,United Kingdom,"16,311"
1/11/2020,R2,Software Maintenance,USA,"43,073"
1/11/2020,R2,Supplies,Brazil,-172
1/11/2020,R2,Supplies,USA,163
1/11/2020,R2,Taxes,USA,"5,522"
1/11/2020,R2,Telecomm,Brazil,329
1/11/2020,R2,Telecomm,Switzerland,74
1/11/2020,R2,Telecomm,United Kingdom,233
1/11/2020,R2,Telecomm,USA,"3,466"
1/11/2020,R2,Training,USA,792
1/11/2020,R2,Travel,Brazil,795
1/11/2020,R2,Travel,United Kingdom,"11,971"
1/11/2020,R2,Travel,USA,"31,745"
1/11/2020,R2,Vehicles,United Kingdom,693
1/11/2020,R3,Amortization,USA,"253,913"
1/11/2020,R3,Depreciation,USA,"3,562"
1/11/2020,R3,Employee Performance,USA,279
1/11/2020,R3,External Labor,United Kingdom,"7,606"
1/11/2020,R3,External Labor,USA,"852,568"
1/11/2020,R3,Hardware,United Kingdom,"2,159"
1/11/2020,R3,Internal Labor,Belgium,"7,768"
1/11/2020,R3,Internal Labor,France,"2,398"
1/11/2020,R3,Internal Labor,Germany,"10,082"
1/11/2020,R3,Internal Labor,Portugal,"13,293"
1/11/2020,R3,Internal Labor,Spain,"7,076"
1/11/2020,R3,Internal Labor,Switzerland,748
1/11/2020,R3,Internal Labor,United Kingdom,"45,122"
1/11/2020,R3,Internal Labor,USA,"31,832"
1/11/2020,R3,Other,Belgium,"-16,122"
1/11/2020,R3,Other,Portugal,4
1/11/2020,R3,Other,United Kingdom,"42,704"
1/11/2020,R3,Other,USA,"12,300"
1/11/2020,R3,Software,United Kingdom,"7,358"
1/11/2020,R3,Software,USA,"56,315"
1/11/2020,R3,Software Maintenance,United Kingdom,"-5,908"
1/11/2020,R3,Software Maintenance,USA,"162,611"
1/11/2020,R3,Supplies,USA,25
1/11/2020,R3,Taxes,USA,88
1/11/2020,R3,Telecomm,Belgium,90
1/11/2020,R3,Telecomm,Portugal,210
1/11/2020,R3,Telecomm,United Kingdom,393
1/11/2020,R3,Telecomm,USA,154
1/11/2020,R3,Training,USA,461
1/11/2020,R3,Travel,Belgium,753
1/11/2020,R3,Travel,France,382
1/11/2020,R3,Travel,Germany,213
1/11/2020,R3,Travel,Portugal,"1,190"
1/11/2020,R3,Travel,United Kingdom,"9,231"
1/11/2020,R3,Travel,USA,"3,395"
1/11/2020,R3,Vehicles,Belgium,322
1/11/2020,R3,Vehicles,Portugal,986
1/11/2020,R3,Vehicles,United Kingdom,936
1/11/2020,R5,Amortization,USA,"238,134"
1/11/2020,R5,CAPEX,USA,"57,796"
1/11/2020,R5,Depreciation,USA,"32,893"
1/11/2020,R5,Employee Performance,USA,"1,175"
1/11/2020,R5,External Labor,Puerto Rico,"5,815"
1/11/2020,R5,External Labor,USA,"137,320"
1/11/2020,R5,Hardware,Puerto Rico,"2,280"
1/11/2020,R5,Hardware Maintenance,Puerto Rico,377
1/11/2020,R5,Internal Labor,Puerto Rico,"8,105"
1/11/2020,R5,Internal Labor,USA,"223,242"
1/11/2020,R5,Other,Puerto Rico,46
1/11/2020,R5,Other,USA,"1,441"
1/11/2020,R5,Outbound Allocations,USA,"12,718"
1/11/2020,R5,Project Expenses,USA,"143,463"
1/11/2020,R5,Software,USA,"16,537"
1/11/2020,R5,Software Maintenance,USA,"-27,623"
1/11/2020,R5,Supplies,Puerto Rico,12
1/11/2020,R5,Supplies,USA,461
1/11/2020,R5,Taxes,USA,"3,003"
1/11/2020,R5,Telecomm,Puerto Rico,94
1/11/2020,R5,Telecomm,USA,"1,550"
1/11/2020,R5,Training,Puerto Rico,117
1/11/2020,R5,Training,USA,"2,240"
1/11/2020,R5,Travel,Puerto Rico,282
1/11/2020,R5,Travel,USA,"8,813"
1/11/2020,R5,Vehicles,Puerto Rico,244
1/11/2020,Security & Risk Management,Employee Performance,USA,319
1/11/2020,Security & Risk Management,External Labor,USA,"4,047"
1/11/2020,Security & Risk Management,Internal Labor,USA,"61,261"
1/11/2020,Security & Risk Management,Other,USA,213
1/11/2020,Security & Risk Management,Software,USA,6
1/11/2020,Security & Risk Management,Software Maintenance,USA,4
1/11/2020,Security & Risk Management,Supplies,USA,912
1/11/2020,Security & Risk Management,Taxes,USA,22
1/11/2020,Security & Risk Management,Telecomm,USA,317
1/11/2020,Security & Risk Management,Training,USA,810
1/11/2020,Security & Risk Management,Travel,USA,"1,426"
1/11/2020,Six Sigma,Employee Performance,USA,13
1/11/2020,Six Sigma,Internal Labor,USA,"23,886"
1/11/2020,Six Sigma,Other,USA,34
1/11/2020,Six Sigma,Software,USA,11
1/11/2020,Six Sigma,Software Maintenance,USA,8
1/11/2020,Six Sigma,Supplies,USA,46
1/11/2020,Six Sigma,Telecomm,USA,223
1/11/2020,Six Sigma,Travel,USA,564
1/11/2020,SSO,Depreciation,USA,"1,742"
1/11/2020,SSO,Employee Performance,USA,"1,011"
1/11/2020,SSO,External Labor,USA,"214,457"
1/11/2020,SSO,Internal Labor,USA,"74,733"
1/11/2020,SSO,Other,USA,77
1/11/2020,SSO,Software,USA,"13,819"
1/11/2020,SSO,Software Maintenance,USA,"21,888"
1/11/2020,SSO,Supplies,USA,223
1/11/2020,SSO,Taxes,USA,52
1/11/2020,SSO,Telecomm,USA,421
1/11/2020,Vendor Management,Depreciation,USA,117
1/11/2020,Vendor Management,Employee Performance,USA,89
1/11/2020,Vendor Management,External Labor,USA,"242,785"
1/11/2020,Vendor Management,Internal Labor,USA,"95,828"
1/11/2020,Vendor Management,Other,USA,6
1/11/2020,Vendor Management,Outbound Allocations,USA,"-2,067"
1/11/2020,Vendor Management,Software,USA,171
1/11/2020,Vendor Management,Software Maintenance,USA,73
1/11/2020,Vendor Management,Taxes,USA,15
1/11/2020,Vendor Management,Telecomm,USA,871
1/11/2020,Vendor Management,Travel,USA,263
